metric,bootstrap_2_5_percent,bootstrap_median,bootstrap_97_5_percent,replicates
calibration_gap,0.008863875479422016,0.057184375226576156,0.10192376528237926,500
calibration_intercept,-0.03358581726450849,0.28936671758630716,0.5714992395142053,500
calibration_slope,1.0453056149606181,1.340244682021575,1.7096359662640432,500
log_loss,0.46846540292009925,0.5107248735144003,0.5565199284686904,500
brier_score,0.1502202581401923,0.1678616932773493,0.1863262585014213,500
