family,features,C,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy_0_5,validation_mean_probability,validation_actual_home_win_rate,validation_minimum_probability,validation_maximum_probability,march_log_loss,march_brier_score,march_roc_auc,march_accuracy_0_5,march_mean_probability,march_actual_home_win_rate,march_minimum_probability,march_maximum_probability,half_life,shrinkage_prior,srs_alpha,srs_half_life_days,pca_components
shrunk_ewma_half_life_16_prior_5,net_wins_diff + cumulative_margin_diff + shrunk_ewma_16_prior_5_diff,0.01,0.6289166949487411,0.2182715235066325,0.7090213451469997,0.656641604010025,0.5487722870643003,0.5213032581453634,0.1402291754518068,0.9237269814173413,0.5167541225551313,0.17001847098057862,0.8232456140350878,0.7573221757322176,0.5467181437811071,0.602510460251046,0.06598857478288946,0.9287303451591387,16.0,5.0,,,
shrunk_ewma_half_life_24_prior_10,net_wins_diff + cumulative_margin_diff + shrunk_ewma_24_prior_10_diff,0.01,0.6289654310147383,0.21828782100732708,0.7080144985904148,0.6591478696741855,0.5483588477962924,0.5213032581453634,0.13083400608193083,0.9283484702454204,0.5181765724656583,0.17082590548438548,0.820906432748538,0.7573221757322176,0.5462480568123135,0.602510460251046,0.061952989452746084,0.9320608050957415,24.0,10.0,,,
shrunk_ewma_half_life_24_prior_5,net_wins_diff + cumulative_margin_diff + shrunk_ewma_24_prior_5_diff,0.01,0.6290200075268968,0.21833390203481962,0.7084424083769632,0.6591478696741855,0.5485791700641639,0.5213032581453634,0.13474500915111853,0.926583288864394,0.518465749945211,0.17088921191892312,0.821345029239766,0.7615062761506276,0.5462055592667856,0.602510460251046,0.06313727008543146,0.9304573692721569,24.0,5.0,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.015,0.6290649243417589,0.21799741764063743,0.709197543294402,0.6641604010025063,0.5492082017000584,0.5213032581453634,0.12646840302218604,0.9357903640135351,0.512507975727406,0.16853764850939623,0.8244152046783626,0.7656903765690377,0.5477661426712432,0.602510460251046,0.05664401589626596,0.9359932130842916,12.0,,,,
pure_ewma_half_life_24,net_wins_diff + cumulative_margin_diff + pure_ewma_24_diff,0.01,0.6291257067462525,0.21838888079631522,0.7090213451469995,0.6641604010025063,0.5492974731334895,0.5213032581453634,0.14111808548081023,0.9246382888818099,0.5184075458216164,0.17079613382591505,0.8209795321637426,0.7656903765690377,0.5462657884744279,0.602510460251046,0.06390378660814172,0.928476952819493,24.0,,,,
pure_ewma_half_life_16,net_wins_diff + cumulative_margin_diff + pure_ewma_16_diff,0.01,0.6291280452072132,0.2183902404986301,0.7088954893274264,0.6616541353383458,0.549635255549759,0.5213032581453634,0.1464962780556836,0.9219726538888422,0.517350825586798,0.17021930923662257,0.8234649122807017,0.7615062761506276,0.5466736631694281,0.602510460251046,0.06640641345592634,0.9265872602262076,16.0,,,,
pure_ewma_half_life_5,net_wins_diff + cumulative_margin_diff + pure_ewma_5_diff,0.015,0.6291641370321032,0.2182483025497936,0.7103302456705598,0.656641604010025,0.5504656780638004,0.5213032581453634,0.13214176307425332,0.9345692916634213,0.5088944421248125,0.1669416696784402,0.8260964912280702,0.7615062761506276,0.549318066441371,0.602510460251046,0.058752589488661584,0.9377866323664874,5.0,,,,
net_wins_plus_cumulative,net_wins_diff + cumulative_margin_diff,0.01,0.6293048874912929,0.21836278335793222,0.7091346153846153,0.656641604010025,0.5492528939578011,0.5213032581453634,0.14329232756419935,0.9271182712868762,0.516611039877999,0.17012726029401287,0.8228070175438597,0.7573221757322176,0.5454710413420272,0.602510460251046,0.05941566538892226,0.9290951992606188,,,,,
shrunk_ewma_half_life_5_prior_40,net_wins_diff + cumulative_margin_diff + shrunk_ewma_5_prior_40_diff,0.0075,0.6294697950180154,0.21854942048028286,0.7084172372130487,0.6541353383458647,0.5480759245154087,0.5213032581453634,0.12415132330112606,0.9383667846460972,0.5099606515977992,0.16727831001603802,0.8259502923976608,0.7698744769874477,0.5481762320723393,0.602510460251046,0.06391107399511416,0.9364502651447918,5.0,40.0,,,
shrunk_ewma_half_life_5_prior_20,net_wins_diff + cumulative_margin_diff + shrunk_ewma_5_prior_20_diff,0.01,0.6296420377751407,0.2184845266804588,0.7082913813934755,0.6541353383458647,0.5480843750059465,0.5213032581453634,0.11817960293809597,0.9425858696128313,0.5080726231948427,0.16668204441205864,0.825438596491228,0.7698744769874477,0.54868863031229,0.602510460251046,0.05880531188949204,0.9406986442240446,5.0,20.0,,,
shrunk_ewma_half_life_5_prior_10,net_wins_diff + cumulative_margin_diff + shrunk_ewma_5_prior_10_diff,0.01,0.629760022751941,0.21866546913396787,0.7087192911800242,0.6491228070175439,0.5487998590156776,0.5213032581453634,0.13022476931056196,0.9353217633557049,0.5094145577378539,0.16707655084330503,0.8256578947368421,0.7698744769874477,0.5487133332098547,0.602510460251046,0.06305398183702933,0.9368145700867622,5.0,10.0,,,
shrunk_ewma_half_life_5_prior_5,net_wins_diff + cumulative_margin_diff + shrunk_ewma_5_prior_5_diff,0.01,0.6298641299915836,0.21879456459655408,0.7093233991139751,0.6491228070175439,0.54942004448901,0.5213032581453634,0.13976704797926107,0.929361436599244,0.5105498926020677,0.1674199929999529,0.8258771929824561,0.7698744769874477,0.548726609604131,0.602510460251046,0.06634110602353578,0.933649362750812,5.0,5.0,,,
net_wins_plus_recent,net_wins_diff + recent_margin_evidence_diff,0.015,0.6299088512228177,0.21862808369109737,0.7075614176399515,0.6491228070175439,0.5476517867716146,0.5213032581453634,0.08592409923799796,0.9501376497551394,0.5058347831437197,0.16606256539370903,0.8246345029239767,0.7615062761506276,0.5476213242384175,0.602510460251046,0.05230128969255444,0.9615623577876821,,,,,
