feature_family,team_prior,global_prior,C,features,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy_0_5,validation_mean_probability,validation_actual_home_win_rate,march_log_loss,march_brier_score,march_roc_auc,march_accuracy_0_5,march_mean_probability,march_actual_home_win_rate
global_and_team_specific,20.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.626830523447697,0.21725840163902135,0.711110551751913,0.6541353383458647,0.5467374315115288,0.5213032581453634,,,,,,
global_and_team_specific,40.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6268571225748244,0.21667994630747675,0.7121929118002417,0.6641604010025063,0.5285339268561406,0.5213032581453634,,,,,,
global_and_team_specific,20.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6268624348855721,0.21751735226436872,0.7111608940797423,0.6591478696741855,0.5473822101532826,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6268913821755072,0.21667969724823635,0.7129228755537657,0.656641604010025,0.5201532698694048,0.5213032581453634,,,,,,
global_and_team_specific,80.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6269038094481179,0.21677530483101293,0.7135018123238018,0.6491228070175439,0.5071978721175237,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6269066153438481,0.2167677037997543,0.7120167136528393,0.6641604010025063,0.5330689350244994,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6269277146561281,0.2174832039882822,0.7112112364075716,0.6591478696741855,0.5474566634767138,0.5213032581453634,,,,,,
global_and_team_specific,40.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6269288930326854,0.2171893568177376,0.7109091824405961,0.6591478696741855,0.5460455099897957,0.5213032581453634,,,,,,
global_and_team_specific,20.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6269481847592663,0.21784451817737063,0.7114126057188884,0.6616541353383458,0.5379296101421491,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6269838799391614,0.21751126376791838,0.712243254128071,0.6591478696741855,0.5497834886317599,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.626993111040632,0.21737213006907552,0.7111860652436569,0.6616541353383458,0.5487037116009849,0.5213032581453634,,,,,,
global_and_team_specific,5.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6270263944636449,0.21784158373883789,0.7121677406363272,0.6591478696741855,0.5409008260904687,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6270549934442602,0.21726462069723257,0.7122684252919854,0.6541353383458647,0.549331694749281,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6270567381606077,0.2174083721914966,0.7108336689488522,0.6591478696741855,0.5477679488844215,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6270624987959772,0.21763713582531047,0.7111357229158276,0.6616541353383458,0.5491598457848038,0.5213032581453634,,,,,,
global_home_trend,5.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6270654422815793,0.21678372277635627,0.7126208215867902,0.656641604010025,0.5144856135106604,0.5213032581453634,,,,,,
global_home_trend,10.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6270654422815793,0.21678372277635627,0.7126208215867902,0.656641604010025,0.5144856135106604,0.5213032581453634,,,,,,
global_home_trend,20.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6270654422815793,0.21678372277635627,0.7126208215867902,0.656641604010025,0.5144856135106604,0.5213032581453634,,,,,,
global_home_trend,40.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6270654422815793,0.21678372277635627,0.7126208215867902,0.656641604010025,0.5144856135106604,0.5213032581453634,,,,,,
global_home_trend,80.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6270654422815793,0.21678372277635627,0.7126208215867902,0.656641604010025,0.5144856135106604,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6270771015923949,0.21708979440167056,0.7115384615384617,0.6616541353383458,0.5442293904273224,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.627082267623309,0.21729907963759412,0.7112112364075714,0.656641604010025,0.546819790647765,0.5213032581453634,,,,,,
global_and_team_specific,80.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6270828495891614,0.21709372743706054,0.7109595247684254,0.6491228070175439,0.5453906762851454,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6270854350194447,0.21764494955140573,0.7109846959323398,0.6591478696741855,0.5482960217983439,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6271060088317367,0.21787116349509625,0.7112364075714863,0.6616541353383458,0.5420412950623787,0.5213032581453634,,,,,,
global_and_team_specific,5.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6271087964485251,0.2166424603808705,0.7129732178815948,0.6516290726817042,0.5330322481960289,0.5213032581453634,,,,,,
global_and_team_specific,10.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.627126257783089,0.21792838904133177,0.7122180829641562,0.6591478696741855,0.5396487639538436,0.5213032581453634,,,,,,
global_home_trend,5.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6271400383376651,0.21775342469386297,0.7113622633910592,0.6541353383458647,0.5391172114584524,0.5213032581453634,,,,,,
global_home_trend,10.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6271400383376651,0.21775342469386297,0.7113622633910592,0.6541353383458647,0.5391172114584524,0.5213032581453634,,,,,,
global_home_trend,20.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6271400383376651,0.21775342469386297,0.7113622633910592,0.6541353383458647,0.5391172114584524,0.5213032581453634,,,,,,
global_home_trend,40.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6271400383376651,0.21775342469386297,0.7113622633910592,0.6541353383458647,0.5391172114584524,0.5213032581453634,,,,,,
global_home_trend,80.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6271400383376651,0.21775342469386297,0.7113622633910592,0.6541353383458647,0.5391172114584524,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6271460968332793,0.21715078155243564,0.7114881192106324,0.6541353383458647,0.5459321676904645,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6271478330873239,0.21692808403732108,0.7122935964559001,0.6591478696741855,0.5395706643260677,0.5213032581453634,,,,,,
global_home_trend,5.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6272130541995181,0.21733519224278589,0.7114377768828031,0.656641604010025,0.5459413190713728,0.5213032581453634,,,,,,
global_home_trend,10.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6272130541995181,0.21733519224278589,0.7114377768828031,0.656641604010025,0.5459413190713728,0.5213032581453634,,,,,,
global_home_trend,20.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6272130541995181,0.21733519224278589,0.7114377768828031,0.656641604010025,0.5459413190713728,0.5213032581453634,,,,,,
global_home_trend,40.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6272130541995181,0.21733519224278589,0.7114377768828031,0.656641604010025,0.5459413190713728,0.5213032581453634,,,,,,
global_home_trend,80.0,100.0,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6272130541995181,0.21733519224278589,0.7114377768828031,0.656641604010025,0.5459413190713728,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,500.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6272578272791802,0.21799015125217386,0.7112867498993153,0.6641604010025063,0.5406229719016576,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,500.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6273516825207369,0.21701836271261002,0.7121425694724124,0.6541353383458647,0.5445956623132222,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6273569953805326,0.2170539306973853,0.7114629480467176,0.6616541353383458,0.5399688771657665,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6274083541230687,0.21694786782515457,0.7119160289971808,0.656641604010025,0.5358758980400986,0.5213032581453634,,,,,,
global_and_team_specific,10.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6274275941699835,0.21711112164122343,0.7117398308497784,0.6616541353383458,0.5465577642187167,0.5213032581453634,,,,,,
global_and_team_specific,80.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6274695923312341,0.2179361272061556,0.7105567861457915,0.6541353383458647,0.5473257473147487,0.5213032581453634,,,,,,
global_and_team_specific,20.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6274810195393168,0.21716420625138974,0.7115636327023762,0.6641604010025063,0.5458641940978632,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6275068393415814,0.21795962506287184,0.7112615787354007,0.6591478696741855,0.5478045141009309,0.5213032581453634,,,,,,
global_and_team_specific,80.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6275390352317081,0.21675305853001178,0.7122684252919856,0.6691729323308271,0.5267911445986636,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6276431184016399,0.21728879157063527,0.7113622633910592,0.6591478696741855,0.5481117829444299,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6276672420161129,0.21733470779788877,0.7112112364075713,0.6616541353383458,0.5470818066472289,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6276712386809543,0.21712644057303435,0.7120670559806686,0.6541353383458647,0.5466652443532465,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6276989557148768,0.21711718739355926,0.7120418848167539,0.6641604010025063,0.5435595566715474,0.5213032581453634,,,,,,
global_home_trend,5.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6277142008120442,0.21718002334557054,0.7115384615384617,0.6541353383458647,0.5449520137636147,0.5213032581453634,,,,,,
global_home_trend,10.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6277142008120442,0.21718002334557054,0.7115384615384617,0.6541353383458647,0.5449520137636147,0.5213032581453634,,,,,,
global_home_trend,20.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6277142008120442,0.21718002334557054,0.7115384615384617,0.6541353383458647,0.5449520137636147,0.5213032581453634,,,,,,
global_home_trend,40.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6277142008120442,0.21718002334557054,0.7115384615384617,0.6541353383458647,0.5449520137636147,0.5213032581453634,,,,,,
global_home_trend,80.0,100.0,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6277142008120442,0.21718002334557054,0.7115384615384617,0.6541353383458647,0.5449520137636147,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,500.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6277433977310122,0.2182119786685727,0.7111357229158277,0.6591478696741855,0.5443830879933105,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6277682256115338,0.21821475280601735,0.7108840112766814,0.6541353383458647,0.5446807631497416,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6277732042104238,0.2168724765561901,0.7121425694724124,0.6666666666666666,0.5316459732685707,0.5213032581453634,,,,,,
global_and_team_specific,40.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6277841836074082,0.2181481958643752,0.7107078131292792,0.656641604010025,0.547791029413022,0.5213032581453634,,,,,,
global_and_team_specific,5.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6278090751262384,0.21707768671164865,0.7122935964559001,0.6491228070175439,0.5468994263363917,0.5213032581453634,,,,,,
global_and_team_specific,40.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.627815961023316,0.21715988157090974,0.7114126057188883,0.6616541353383458,0.5451003987831604,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.627902594220789,0.2182115380363607,0.7111608940797423,0.6516290726817042,0.5484035935675476,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,500.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.627911395479891,0.21824075985992208,0.7120922271445833,0.6666666666666666,0.5474878293598581,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6279178183300167,0.21728475166764571,0.7111860652436569,0.6641604010025063,0.5459954085091636,0.5213032581453634,,,,,,
global_home_trend,5.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6279512811085977,0.21690166284560933,0.712041884816754,0.6516290726817042,0.5306528816978481,0.5213032581453634,,,,,,
global_home_trend,10.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6279512811085977,0.21690166284560933,0.712041884816754,0.6516290726817042,0.5306528816978481,0.5213032581453634,,,,,,
global_home_trend,20.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6279512811085977,0.21690166284560933,0.712041884816754,0.6516290726817042,0.5306528816978481,0.5213032581453634,,,,,,
global_home_trend,40.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6279512811085977,0.21690166284560933,0.712041884816754,0.6516290726817042,0.5306528816978481,0.5213032581453634,,,,,,
global_home_trend,80.0,200.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6279512811085977,0.21690166284560933,0.712041884816754,0.6516290726817042,0.5306528816978481,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6279967273611016,0.2172343387821496,0.7121929118002416,0.6541353383458647,0.5487123654352543,0.5213032581453634,,,,,,
global_and_team_specific,5.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6280940205378754,0.2183008589287553,0.7115384615384615,0.6666666666666666,0.5494394359800769,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6280956974987499,0.21836734008398284,0.7113119210632299,0.6616541353383458,0.5470825682770808,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,200.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.628110803869597,0.21832637226640653,0.7120922271445831,0.6666666666666666,0.5489774753913935,0.5213032581453634,,,,,,
global_home_trend,5.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6281342857742854,0.21816164423253948,0.7111860652436569,0.6591478696741855,0.5473820690692164,0.5213032581453634,,,,,,
global_home_trend,10.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6281342857742854,0.21816164423253948,0.7111860652436569,0.6591478696741855,0.5473820690692164,0.5213032581453634,,,,,,
global_home_trend,20.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6281342857742854,0.21816164423253948,0.7111860652436569,0.6591478696741855,0.5473820690692164,0.5213032581453634,,,,,,
global_home_trend,40.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6281342857742854,0.21816164423253948,0.7111860652436569,0.6591478696741855,0.5473820690692164,0.5213032581453634,,,,,,
global_home_trend,80.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6281342857742854,0.21816164423253948,0.7111860652436569,0.6591478696741855,0.5473820690692164,0.5213032581453634,,,,,,
global_and_team_specific,20.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6281494636063035,0.21836693640978194,0.7111105517519132,0.6541353383458647,0.5483430424515073,0.5213032581453634,,,,,,
global_and_team_specific,20.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6281709561836737,0.2171923256199639,0.7118908578332661,0.6616541353383458,0.5453064944371989,0.5213032581453634,,,,,,
global_and_team_specific,10.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6281875003342217,0.2171480958745197,0.7120922271445832,0.6616541353383458,0.5459950845709518,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6282351822816433,0.21710015830381738,0.7121173983084979,0.6541353383458647,0.5439477082874296,0.5213032581453634,,,,,,
global_and_team_specific,10.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6282421409186483,0.21841518830544726,0.7112867498993153,0.6591478696741855,0.5489712446964892,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.628281297951453,0.2173681378573611,0.7113370922271446,0.6691729323308271,0.546632391027095,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6283032435308475,0.21840800783032316,0.7119160289971808,0.6691729323308271,0.5504428946755633,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6283171070679687,0.2173252162545773,0.7120167136528393,0.656641604010025,0.5476857783788607,0.5213032581453634,,,,,,
global_and_team_specific,80.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6283199858604168,0.2171486635850808,0.7113622633910592,0.6541353383458647,0.5443555418116368,0.5213032581453634,,,,,,
team_specific_venue_deviation,20.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6283308749838157,0.21846061815297135,0.7107078131292791,0.656641604010025,0.5490888690606306,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6283508040676163,0.21721409250160625,0.7116139750302054,0.6541353383458647,0.5449681341479694,0.5213032581453634,,,,,,
team_specific_venue_deviation,10.0,100.0,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.628448691628329,0.2185210224092829,0.7112615787354007,0.6591478696741855,0.5498438702912649,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6285848385650411,0.21721282347898233,0.7120922271445831,0.6541353383458647,0.5461384382892001,0.5213032581453634,,,,,,
global_home_trend,5.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6285909821636155,0.21711443324563315,0.7129983890455096,0.6541353383458647,0.5114159812347898,0.5213032581453634,,,,,,
global_home_trend,10.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6285909821636155,0.21711443324563315,0.7129983890455096,0.6541353383458647,0.5114159812347898,0.5213032581453634,,,,,,
global_home_trend,20.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6285909821636155,0.21711443324563315,0.7129983890455096,0.6541353383458647,0.5114159812347898,0.5213032581453634,,,,,,
global_home_trend,40.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6285909821636155,0.21711443324563315,0.7129983890455096,0.6541353383458647,0.5114159812347898,0.5213032581453634,,,,,,
global_home_trend,80.0,500.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6285909821636155,0.21711443324563315,0.7129983890455096,0.6541353383458647,0.5114159812347898,0.5213032581453634,,,,,,
global_and_team_specific,40.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6286413697163373,0.2172236812203874,0.7114377768828032,0.6591478696741855,0.5445036673162097,0.5213032581453634,,,,,,
team_specific_venue_deviation,40.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6286576054305437,0.21734668988721473,0.7116391461941199,0.6641604010025063,0.5454556463847816,0.5213032581453634,,,,,,
global_and_team_specific,5.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit + venue_deviation_diff,0.6288108719682801,0.21716716465036823,0.7126459927507047,0.6441102756892231,0.5462711798541394,0.5213032581453634,,,,,,
team_specific_venue_deviation,5.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6289451060823397,0.21732661956643637,0.7121929118002415,0.656641604010025,0.5483075816606212,0.5213032581453634,,,,,,
team_specific_venue_deviation,80.0,100.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + venue_deviation_diff,0.6293294069075285,0.2173223636937405,0.7117398308497785,0.6591478696741855,0.5442966740687218,0.5213032581453634,,,,,,
global_home_trend,5.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293709515565508,0.21713483498476233,0.7122180829641563,0.656641604010025,0.528707897285555,0.5213032581453634,,,,,,
global_home_trend,10.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293709515565508,0.21713483498476233,0.7122180829641563,0.656641604010025,0.528707897285555,0.5213032581453634,,,,,,
global_home_trend,20.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293709515565508,0.21713483498476233,0.7122180829641563,0.656641604010025,0.528707897285555,0.5213032581453634,,,,,,
global_home_trend,40.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293709515565508,0.21713483498476233,0.7122180829641563,0.656641604010025,0.528707897285555,0.5213032581453634,,,,,,
global_home_trend,80.0,200.0,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293709515565508,0.21713483498476233,0.7122180829641563,0.656641604010025,0.528707897285555,0.5213032581453634,,,,,,
global_home_trend,5.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293919117714281,0.21731215176413057,0.7120670559806687,0.6541353383458647,0.5436127076530987,0.5213032581453634,,,,,,
global_home_trend,10.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293919117714281,0.21731215176413057,0.7120670559806687,0.6541353383458647,0.5436127076530987,0.5213032581453634,,,,,,
global_home_trend,20.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293919117714281,0.21731215176413057,0.7120670559806687,0.6541353383458647,0.5436127076530987,0.5213032581453634,,,,,,
global_home_trend,40.0,100.0,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + global_home_logit,0.6293919117714281,0.21731215176413057,0.7120670559806687,0.6541353383458647,0.5436127076530987,0.5213032581453634,,,,,,
