model,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy_0_5,validation_mean_probability,validation_actual_home_win_rate,march_log_loss,march_brier_score,march_roc_auc,march_accuracy_0_5,march_mean_probability,march_actual_home_win_rate,team_prior,global_prior,C,feature_family
validation_best_single_component,0.6275285563144087,0.21748082407340277,0.7109846959323398,0.6541353383458647,0.5471947483912913,0.5213032581453634,0.5096452887112716,0.16761849059271816,0.8235380116959065,0.7573221757322176,0.5474258207319714,0.602510460251046,,,,
team_specific_venue_challenger,0.6242854858473282,0.21634643392920538,0.7124446234393879,0.6591478696741855,0.5212224305394636,0.5213032581453634,0.5094338497413003,0.16791559528931307,0.8263157894736842,0.7447698744769874,0.536993637798412,0.602510460251046,10.0,500.0,0.01,global_and_team_specific
