family,C,features,validation_log_loss,validation_brier_score,validation_roc_auc,validation_mean_probability,validation_actual_home_win_rate,k_factor,home_rating_points,margin_weight
core_plus_box_scores,0.003,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6272934984126496,0.2179212963231961,0.713879379782521,0.5489995810321664,0.5213032581453634,,,
core_plus_box_scores,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6250576053722608,0.21653941501380045,0.7137031816351188,0.5479042810680087,0.5213032581453634,,,
core_plus_box_scores,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6256605594439345,0.21636401612180065,0.7133507853403143,0.5470843773325409,0.5213032581453634,,,
core_plus_box_scores,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6268769059817796,0.21653848293336125,0.7131997583568264,0.5466333709495755,0.5213032581453634,,,
core_plus_box_scores,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6291363991181073,0.2169980563229626,0.713099073701168,0.54612336925338,0.5213032581453634,,,
core_plus_box_scores,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6308632173182941,0.21738804979275478,0.7128473620620217,0.5458848898931765,0.5213032581453634,,,
core_plus_box_scores,0.03,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.633265093474698,0.217960701301695,0.7121677406363272,0.5456985022285832,0.5213032581453634,,,
core_plus_box_scores,0.05,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff,0.6361153209639439,0.21865743962555803,0.7122180829641563,0.5456036992359926,0.5213032581453634,,,
core_plus_schedule,0.003,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6335131163758481,0.22095773427293292,0.7104057591623036,0.5500368771593754,0.5213032581453634,,,
core_plus_schedule,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6290894408657798,0.2186380041052987,0.7106574708014498,0.548820852145324,0.5213032581453634,,,
core_plus_schedule,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.628413267347635,0.2179135162942897,0.710179218687072,0.5476843780867405,0.5213032581453634,,,
core_plus_schedule,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6291085092916615,0.21783673721535787,0.7102295610149014,0.5469064069758975,0.5213032581453634,,,
core_plus_schedule,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6310873222480134,0.2180863182859405,0.710053362867499,0.5458533996113324,0.5213032581453634,,,
core_plus_schedule,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6328193505061536,0.21838955909350388,0.7097764800644382,0.5451711456143842,0.5213032581453634,,,
core_plus_schedule,0.03,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6353389379918449,0.21887045299117344,0.709977849375755,0.5443308609345128,0.5213032581453634,,,
core_plus_schedule,0.05,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6382192116088747,0.2194194519773798,0.7102799033427305,0.5433731193083748,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.003,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6280081521943132,0.218279645052571,0.7123187676198146,0.5493768040841521,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.005,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6262372829752288,0.2170944183875497,0.7123439387837295,0.5483299820293382,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.0075,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.627378418855857,0.21713654434891105,0.7116139750302054,0.5475471387077444,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.01,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6290903580989472,0.2175025359200445,0.7109595247684254,0.5470770186772531,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.015,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6322004700489594,0.2182863428861569,0.7101792186870721,0.5465262074841294,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.02,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.634625425209147,0.21894031723884858,0.7088199758356827,0.5462664478191682,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.03,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.638050011394845,0.21989374470898015,0.7079641562625856,0.5460499248661286,0.5213032581453634,,,
core_plus_box_scores_and_schedule,0.05,net_wins_diff + cumulative_margin_diff + recent_margin_evidence_diff + cumulative_turnover_adv_diff + recent_turnover_adv_evidence_diff + cumulative_rebound_adv_diff + recent_rebound_adv_evidence_diff + cumulative_foul_adv_diff + recent_foul_adv_evidence_diff + rest_days_diff + home_back_to_back + away_back_to_back + games_played_diff,0.6421644517590229,0.22105803126440898,0.7062525171163914,0.5458563488616482,0.5213032581453634,,,
bradley_terry_team_effects,0.01,regularized team pair effects,0.6840687874111206,0.2455031177331755,0.6773308497784938,0.5513493833000784,0.5213032581453634,,,
bradley_terry_team_effects,0.03,regularized team pair effects,0.6711700054000711,0.2391265094351102,0.6777335884011277,0.5528253712374266,0.5213032581453634,,,
