family,C,features,validation_log_loss,validation_brier_score,validation_roc_auc,validation_mean_probability,validation_actual_home_win_rate,k_factor,home_rating_points,margin_weight
bradley_terry_team_effects,0.1,regularized team pair effects,0.654530238596171,0.230884404669077,0.6782118405155055,0.5557675587029176,0.5213032581453634,,,
bradley_terry_team_effects,0.3,regularized team pair effects,0.6509481489294727,0.22834363882591013,0.6772301651228352,0.5584083157137297,0.5213032581453634,,,
bradley_terry_team_effects,1.0,regularized team pair effects,0.659249719113735,0.23018897548609205,0.6760722915827627,0.5603646830968663,0.5213032581453634,,,
margin_sensitive_elo,,sequential outcomes and score margin,0.6615279945439959,0.23432522316822815,0.6957813129279098,0.5012283387192912,0.5213032581453634,5.0,0.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6411302719945179,0.22460061842816778,0.7027537253322593,0.5012882505336345,0.5213032581453634,5.0,0.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.634178902632818,0.22141990098233583,0.7019230769230769,0.5010422580387931,0.5213032581453634,5.0,0.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.66065370299718,0.23392445785708652,0.6961085380587999,0.5297805855587707,0.5213032581453634,5.0,20.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6401016729395067,0.2241061323095501,0.7035592025775272,0.5290079194758727,0.5213032581453634,5.0,20.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6330027306988392,0.22082573430050825,0.7020992750704792,0.5279464733702715,0.5213032581453634,5.0,20.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6630534060842734,0.23521125426644612,0.6962343938783728,0.5581353851715981,0.5213032581453634,5.0,40.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6422391010038697,0.22521130917464935,0.7037605718888441,0.556539245728287,0.5213032581453634,5.0,40.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6349192006295227,0.22173205279559888,0.70237615787354,0.5546648152732582,0.5213032581453634,5.0,40.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.668694612907313,0.2381290789864558,0.6967629883205799,0.5861108822217734,0.5213032581453634,5.0,60.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6475098663936726,0.22786539439192316,0.7037857430527588,0.5837058456801766,0.5213032581453634,5.0,60.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6398923985059378,0.2240902573465581,0.7028544099879179,0.5810197091596859,0.5213032581453634,5.0,60.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6517734258474771,0.229638388151525,0.6960078534031413,0.501648155265343,0.5213032581453634,8.0,0.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6351100977266496,0.2218785953788471,0.699003221908981,0.5013084758896998,0.5213032581453634,8.0,0.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.634011946907265,0.22134338863779954,0.6960833668948853,0.5008321054509917,0.5213032581453634,8.0,0.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6508546878050114,0.22920995624947868,0.6971908981071284,0.5298964838407144,0.5213032581453634,8.0,20.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6339647235377901,0.22129742204333638,0.6999093838099074,0.5282505940754896,0.5213032581453634,8.0,20.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6327199995401966,0.22066678447910154,0.6965867901731776,0.5267837419281489,0.5213032581453634,8.0,20.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6531686763895365,0.23043762181829353,0.6969895287958116,0.5579450277286082,0.5213032581453634,8.0,40.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.635918478864161,0.22221741619750585,0.700538662907773,0.5550004767119169,0.5213032581453634,8.0,40.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6344805413624983,0.22137789439796404,0.6969643576318968,0.552539611194367,0.5213032581453634,8.0,40.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6586824903532196,0.2332664019163017,0.6971908981071285,0.5856143947337632,0.5213032581453634,8.0,60.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6409348224950506,0.22458872387105275,0.7011427708417236,0.5813794041988001,0.5213032581453634,8.0,60.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6392502690960221,0.22342676029014275,0.6975936367297625,0.5779137167371915,0.5213032581453634,8.0,60.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6444122956268314,0.22620573131486685,0.6942710430930327,0.501985287804393,0.5213032581453634,12.0,0.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6347826282973081,0.22176154254657882,0.694447241240435,0.5012305671126955,0.5213032581453634,12.0,0.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6398386019087846,0.22390961202493218,0.688431333064841,0.5006960980679357,0.5213032581453634,12.0,0.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.643444291398327,0.22573522690200074,0.6949506645187273,0.5297989010542051,0.5213032581453634,12.0,20.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6335532831276983,0.22111673123003212,0.6952778896496175,0.5273889372271515,0.5213032581453634,12.0,20.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6385235259491309,0.22320537454596157,0.6888844140153041,0.5258000328352127,0.5213032581453634,12.0,20.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6456600074886252,0.22686486923231977,0.6950765203383005,0.5574085166632197,0.5213032581453634,12.0,40.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6353894152588367,0.22187825120994334,0.695303060813532,0.5533454405307621,0.5213032581453634,12.0,40.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6402720918241607,0.22379569066178293,0.689287152637938,0.5506971576926918,0.5213032581453634,12.0,40.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6510250595160892,0.22954076951296593,0.6956051147805073,0.5846355623272701,0.5213032581453634,12.0,60.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.640248369743831,0.22399495882555426,0.6957309706000805,0.5789139931840253,0.5213032581453634,12.0,60.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6450322225476144,0.2256279832421823,0.6895640354409986,0.575191690593716,0.5213032581453634,12.0,60.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6393499197193455,0.2239674557696975,0.6888340716874748,0.5023250148396143,0.5213032581453634,20.0,0.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6421364304033823,0.22508513267890898,0.6834977849375754,0.5012738931097004,0.5213032581453634,20.0,0.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6565021678709893,0.2310998177437863,0.6734293193717277,0.5011189107954419,0.5213032581453634,20.0,0.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6383224352693793,0.22343463966515764,0.6897654047523158,0.5293857181505924,0.5213032581453634,20.0,20.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6409038537534917,0.2244214196055164,0.6844794603302458,0.5264136371563567,0.5213032581453634,20.0,20.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6553504748641259,0.23046178805320847,0.6739579138139348,0.5250455970888871,0.5213032581453634,20.0,20.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6404214053331838,0.22440177804246678,0.6904450261780104,0.5562307512764514,0.5213032581453634,20.0,40.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6427527050607265,0.2250486688441461,0.6856373338703181,0.5513374335778154,0.5213032581453634,20.0,40.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6573332610241641,0.2309984806581205,0.6741341119613371,0.5487602336980772,0.5213032581453634,20.0,40.0,1.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6456080022532565,0.22681450246238383,0.6909232782923882,0.5826771098361819,0.5213032581453634,20.0,60.0,0.0
margin_sensitive_elo,,sequential outcomes and score margin,0.6476295702522489,0.22691240773639576,0.6863421264599275,0.5758470468024761,0.5213032581453634,20.0,60.0,0.5
margin_sensitive_elo,,sequential outcomes and score margin,0.6623870689883831,0.2326532096471741,0.6747633910592026,0.5720615358819586,0.5213032581453634,20.0,60.0,1.0
