family,features,C,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy_0_5,validation_mean_probability,validation_actual_home_win_rate,validation_minimum_probability,validation_maximum_probability,half_life,shrinkage_prior,srs_alpha,srs_half_life_days,pca_components
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.01,0.6291330731672038,0.21840679149798545,0.7093989126057189,0.6591478696741855,0.5499716284954216,0.5213032581453634,0.15008906734752206,0.9191654097923463,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.02,0.6295017159027357,0.2178980774578605,0.709726137736609,0.6641604010025063,0.548647114269654,0.5213032581453634,0.11409508409995507,0.9444671715845719,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.0075,0.6299688322862756,0.21900633736532782,0.709122029802658,0.6541353383458647,0.5504793172372191,0.5213032581453634,0.17190864482479007,0.9034321598229978,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.03,0.6303938692147306,0.21788017030447113,0.7104057591623036,0.6591478696741855,0.5478229023880151,0.5213032581453634,0.10165954596390946,0.9534824086023111,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.05,0.6316570107589641,0.2179350620048396,0.7111860652436569,0.6541353383458647,0.5467422463887365,0.5213032581453634,0.09169806704236691,0.9615786317440518,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.005,0.6327243079947312,0.22049313635365092,0.7091723721304873,0.6616541353383458,0.5511039252056859,0.5213032581453634,0.2104674069634116,0.8744277712157568,12.0,,,,
pure_ewma_half_life_12,net_wins_diff + cumulative_margin_diff + pure_ewma_12_diff,0.003,0.6392606334548473,0.22368152849106332,0.7090716874748288,0.656641604010025,0.5516201898119372,0.5213032581453634,0.2705325345798811,0.8262255287425389,12.0,,,,
pure_ewma_half_life_16,net_wins_diff + cumulative_margin_diff + pure_ewma_16_diff,0.01,0.6291280452072132,0.2183902404986301,0.7088954893274264,0.6616541353383458,0.549635255549759,0.5213032581453634,0.1464962780556836,0.9219726538888422,16.0,,,,
pure_ewma_half_life_16,net_wins_diff + cumulative_margin_diff + pure_ewma_16_diff,0.015,0.6292465314082931,0.21803371932519452,0.7093989126057189,0.6591478696741855,0.5487725784049758,0.5213032581453634,0.12218187270408125,0.9388749359727363,16.0,,,,
pure_ewma_half_life_16,net_wins_diff + cumulative_margin_diff + pure_ewma_16_diff,0.02,0.6298551956515483,0.21798015597279144,0.7096254530809505,0.6591478696741855,0.5481431135072994,0.5213032581453634,0.10940296860891469,0.947676723648937,16.0,,,,
pure_ewma_half_life_16,net_wins_diff + cumulative_margin_diff + pure_ewma_16_diff,0.0075,0.6298890427410374,0.21896919950452984,0.7091220298026581,0.6591478696741855,0.5502083085082271,0.5213032581453634,0.16898922555114487,0.9058837542130115,16.0,,,,
