model,split,n,log_loss,brier_score,roc_auc,accuracy_0_5,mean_probability,actual_home_win_rate
uniform_40_component_logistic_ensemble,April post-lock descriptive audit,96,0.4676068796067532,0.15028665572800223,0.8654970760233918,0.8020833333333334,0.5453901891458334,0.59375
